diameterum,index,type,laser,sweepType,intrinsicQualityFactor,couplingQualityFactor,centerWavelengthnm,resnormFit
6.36,3,toroid,Santec,DC sweep,1481.66875461447,6885.38154436129,1482.96782687815,0.0631821038306338
6.36,3,toroid,Santec,DC sweep,10607.4295972356,36198.071219357,1485.44353025731,0.0201227925575396
6.36,3,toroid,Santec,DC sweep,2215.78981589346,43831.7504495136,1489.54785165341,0.00986881102698407
6.36,3,toroid,Santec,DC sweep,1327.42388135943,6925.55360705008,1534.2637606595,3.96176677162726
6.36,3,toroid,Santec,DC sweep,1579.67964046162,150412.366673416,1593.70765094271,0.043589227210051
6.36,4,disc,New Focus,DC sweep,27227.8985528649,423957.550750739,1057.16809018149,0.431023225420518
6.36,4,disc,Santec,DC sweep,2143.71144836798,7395.871756708,1488.99463606191,0.0364143606169603
6.36,4,disc,Santec,DC sweep,8167.86744192686,48073.2336007809,1490.65570002271,0.0107834549339285
6.36,4,disc,Santec,DC sweep,3525.3107122016,48665.277844791,1494.82444124992,0.00437949940847359
6.36,4,disc,Santec,DC sweep,3318.4317129983,183704.876220095,1528.24096731615,0.00171890599214306
6.36,4,disc,Santec,DC sweep,4655.54666100144,37489.6342968014,1538.30481444829,0.029139630297054
6.36,4,disc,Santec,DC sweep,831.163051976875,4294.23308205478,1541.40231303461,7.1192950215765
6.36,4,disc,Santec,DC sweep,7338.38565427551,116147.419596751,1589.83030628727,0.0258066821379885
6.36,5,toroid,Santec,DC sweep,79161.4377181252,4026324.37169914,1551.33594403787,0.0761483668239077
6.36,5,toroid,Santec,DC sweep,71220.517104423,9694077.038885,1551.38657324034,0.0195392176872657
6.36,6,disc,New Focus,DC sweep,22449.4449013494,481872.734032297,1065.39559366402,0.325546505505455
6.36,6,disc,Santec,DC sweep,1792.42896600128,163602.848216604,1486.56964157792,0.0100905092615878
6.36,6,disc,Santec,DC sweep,14888.3026999623,715991.791907356,1501.07502354515,0.00603509374233128
6.36,6,disc,Santec,DC sweep,51801.4515388783,1102947.48479037,1550.01107164743,0.00279120191115941
6.36,6,disc,Santec,DC sweep,9022.00598841679,324912.921694589,1602.21347276707,0.00743630629606396
6.36,6,disc,Santec,DC sweep,2618.77609161181,287716.834964314,1615.0869605268,0.0218201417135287
6.36,6,disc,Santec,DC sweep,2133.13468734485,157456.374039403,1629.00081365908,0.0231683885289465
